player_id,Player,2025-26,2026-27,2027-28,2028-29
georgke01,Keyonte George,"$4,278,754","$6,563,608","Q$9,878,230",-
mccaija01,Jared McCain,"$4,221,360","$4,422,600","T$6,784,268","Q$10,210,323"
berinjo01,Joan Beringer,"$4,201,080","$4,411,200","T$4,621,200","T$7,098,163"
loveke01,Kevin Love,"$4,150,000",-,-,-
knechda01,Dalton Knecht,"$4,010,160","$4,201,080","T$6,452,859","Q$9,756,722"
rolliry01,Ryan Rollins,"$4,000,000","$4,000,000","P$4,000,000",-
poweldw01,Dwight Powell,"$4,000,000",-,-,-
UNMAPPED,W. Clayton,"$3,991,320","$4,190,520","T$4,390,320","T$6,752,312"
UNMAPPED,Jaime Jaquez,"$3,861,600","$5,939,141","Q$9,021,541",-
traorno01,Nolan Traore,"$3,811,560","$4,002,000","T$4,193,040","T$6,457,282"
silvatr01,Tristan da Silva,"$3,809,520","$3,991,200","T$6,138,466","Q$9,324,329"
anthoco01,Cole Anthony,"$3,700,000","$3,700,000","$3,700,000",-
princta01,Taurean Prince,"$3,697,105","P$3,881,960",-,-
jrga01,Gary Trent Jr,"$3,697,105","P$3,881,960",-,-
UNMAPPED,B. Podziemski,"$3,687,960","$5,679,458","Q$8,666,111",-
UNMAPPED,S. Mykhailiuk,"$3,675,000","$3,850,000","T$4,025,000",-
UNMAPPED,K. Jakucionis,"$3,658,800","$3,841,680","T$4,024,440","T$6,205,687"
walteja01,Ja'Kobe Walter,"$3,638,160","$3,811,800","T$5,870,172","Q$8,957,882"
UNMAPPED,R. Westbrook,"$3,634,153",-,-,-
biyombi01,Bismack Biyombo,"$3,634,153",-,-,-
mcderdo01,Doug McDermott,"$3,634,153",-,-,-
paulch01,Chris Paul,"$3,634,153",-,-,-
lowryky01,Kyle Lowry,"$3,634,153",-,-,-
UNMAPPED,S. Dinwiddie,"$3,634,153",-,-,-
jrti01,Tim Hardaway Jr,"$3,634,153",-,-,-
harriga01,Gary Harris,"$3,634,153","P$3,815,861",-,-
jrla01,Larry Nance Jr,"$3,634,153",-,-,-
gordoer01,Eric Gordon,"$3,634,153",-,-,-
templga01,Garrett Temple,"$3,634,153",-,-,-
plumlma01,Mason Plumlee,"$3,634,153",-,-,-
clarkjo01,Jordan Clarkson,"$3,634,153",-,-,-
inglejo01,Joe Ingles,"$3,634,153",-,-,-
greenje01,Jeff Green,"$3,634,153",-,-,-
jordade01,DeAndre Jordan,"$3,571,495",-,-,-
UNMAPPED,Cameron Whitmore,"$3,539,976","T$5,458,643","Q$8,368,099",-
rileywi01,Will Riley,"$3,512,520","$3,688,320","T$3,864,000","T$6,155,352"
tysonja01,Jaylon Tyson,"$3,492,480","$3,658,560","T$5,641,500","Q$8,648,419"
hayesja01,Jaxson Hayes,"$3,449,323",-,-,-
clownno01,Noah Clowney,"$3,398,406","$5,413,661","Q$8,342,451",-
poweldr01,Drake Powell,"$3,372,240","$3,540,600","T$3,709,320","T$6,101,832"
missiyv01,Yves Missi,"$3,353,040","$3,512,760","T$5,595,827","Q$8,623,169"
weslebl01,Blake Wesley,"$3,347,458",-,-,-
iiga01,Gary Payton II,"$3,303,774",-,-,-
UNMAPPED,Dante Exum,"$3,303,774",-,-,-
bryanth01,Thomas Bryant,"$3,287,409",-,-,-
bouchch01,Chris Boucher,"$3,287,409",-,-,-
UNMAPPED,Dariq Whitehead,"$3,262,560",-,-,-
newelas01,Asa Newell,"$3,237,480","$3,399,480","T$3,560,880","T$6,042,814"
UNMAPPED,DaRon Holmes,"$3,218,760","$3,372,120","T$5,547,137","Q$8,586,968"
murrakr01,Kris Murray,"$3,132,000","$5,315,004","Q$8,265,502",-
cliffni01,Nique Clifford,"$3,108,120","$3,263,400","T$3,418,800","T$5,979,481"
UNMAPPED,Nassir Little,"$3,107,143","$3,107,143","$3,107,143","$3,107,143"
johnsaj01,AJ Johnson,"$3,090,480","$3,237,120","T$5,493,393","Q$8,542,226"
UNMAPPED,D. Melton,"$3,080,921","P$3,451,779",-,-
shamela01,Landry Shamet,"$3,080,921",-,-,-
okogijo01,Josh Okogie,"$3,080,921",-,-,-
UNMAPPED,Marvin Bagley,"$3,080,921",-,-,-
eubandr01,Drew Eubanks,"$3,080,921",-,-,-
brownbr01,Bruce Brown,"$3,080,921",-,-,-
holidaa01,Aaron Holiday,"$3,080,921",-,-,-
mitchaj01,Ajay Mitchell,"$3,000,000","$2,850,000","T$2,850,000",-
filipky01,Kyle Filipowski,"$3,000,000","$3,000,000","T$3,000,000",-
UNMAPPED,J. Champagnie,"$3,000,000","T$3,000,000",-,-
richaja01,Jase Richardson,"$2,983,320","$3,132,360","T$3,282,000","T$5,910,882"
georgky01,Kyshawn George,"$2,966,760","$3,108,000","T$5,435,892","Q$8,490,863"
sassema01,Marcus Sasser,"$2,886,431","T$5,198,462","Q$8,156,386",-
sarafbe01,Ben Saraf,"$2,884,560","$3,028,560","T$3,172,920","T$5,720,776"
UNMAPPED,T. Antetokounmpo,"$2,874,436",-,-,-
coffeam01,Amir Coffey,"$2,874,436",-,-,-
greenja01,Javonte Green,"$2,874,436",-,-,-
UNMAPPED,J. McLaughlin,"$2,874,436",-,-,-
UNMAPPED,Pacome Dadiet,"$2,847,600","T$2,983,680","T$5,373,608","Q$5,620,793"
wolfda01,Danny Wolf,"$2,801,280","$2,941,440","T$3,081,840","T$5,559,640"
sheppbe01,Ben Sheppard,"$2,790,720","$5,031,668","Q$7,930,389",-
UNMAPPED,Hugo Gonzalez,"$2,783,880","$2,923,560","T$3,062,640","T$5,528,065"
curryse01,Seth Curry,"$2,777,830",-,-,-
mcneeli01,Liam McNeeley,"$2,763,960","$2,902,080","T$3,040,320","T$5,487,778"
UNMAPPED,Dillon Jones,"$2,753,280",-,-,-
UNMAPPED,Y. Niederhauser,"$2,743,800","$2,880,960","T$3,018,480","T$5,448,356"
UNMAPPED,Nick Smith,"$2,710,680",-,-,-
sensabr01,Brice Sensabaugh,"$2,693,460","$4,861,695","Q$7,730,095",-
strawju01,Julian Strawther,"$2,674,148","$4,826,838","Q$7,722,940",-
UNMAPPED,T. Shannon,"$2,674,080","$2,801,640","T$5,054,159","Q$8,000,733"
gillan01,Anthony Gill,"$2,667,947",-,-,-
anthoco01,Cole Anthony,"$2,667,947",-,-,-
tateja01,Jae'Sean Tate,"$2,667,947",-,-,-
dunnry01,Ryan Dunn,"$2,657,760","$2,784,240","T$5,025,553","Q$7,990,629"
brownko01,Kobe Brown,"$2,654,692",-,-,-
colliis01,Isaiah Collier,"$2,638,200","$2,763,960","T$4,988,948","Q$7,982,316"
UNMAPPED,B. Scheierman,"$2,619,000","$2,744,040","T$4,952,992","Q$7,924,787"
tillmxa01,Xavier Tillman,"$2,546,675",-,-,-
spencca01,Cam Spencer,"$2,537,989","$2,411,090","$2,616,754","T$2,830,685"
hylanbo01,Bones Hyland,"$2,461,463",-,-,-
iiili01,Lindy Waters III,"$2,461,463",-,-,-
landajo01,Jock Landale,"$2,461,463",-,-,-
UNMAPPED,S. Mamukelashvili,"$2,461,463","P$2,801,346",-,-
simsje01,Jericho Sims,"$2,461,463","P$2,801,346",-,-
watfotr01,Trendon Watford,"$2,461,463","T$2,801,346",-,-
garzalu01,Luka Garza,"$2,461,463","$2,801,346",-,-
achiupr01,Precious Achiuwa,"$2,453,285",-,-,-
smithdr01,Dru Smith,"$2,378,870","$2,584,539","$2,934,742",-
weslebl01,Blake Wesley,"$2,378,870",-,-,-
minotjo01,Josh Minott,"$2,378,870","T$2,584,539",-,-
gilleco01,Collin Gillespie,"$2,378,870",-,-,-
goodwjo01,Jordan Goodwin,"$2,349,578",-,-,-
huffja01,Jay Huff,"$2,349,578","$2,667,944","T$3,005,085",-
UNMAPPED,Vit Krejci,"$2,349,578","$2,667,944","T$3,005,085",-
quetane01,Neemias Queta,"$2,349,578","T$2,667,944",-,-
UNMAPPED,J. Champagnie,"$2,349,578","T$2,667,944","T$3,005,085",-
greenaj01,AJ Green,"$2,301,587","$10,044,644","$10,848,215","$11,651,786"
UNMAPPED,V. Williams,"$2,301,587","T$2,489,752",-,-
elliske01,Keon Ellis,"$2,301,587",-,-,-
livinch01,Chris Livingston,"$2,296,274",-,-,-
jamessi01,Sion James,"$2,296,274","$2,411,090","$2,525,901","T$2,735,698"
kalkbry01,Ryan Kalkbrenner,"$2,296,274","$2,411,090","$2,525,901","T$2,735,698"
UNMAPPED,Moussa Diabate,"$2,270,735","T$2,461,462",-,-
willibr01,Brandon Williams,"$2,270,735",-,-,-
UNMAPPED,Scotty Pippen Jr,"$2,270,735","$2,461,462","T$2,789,215",-
santogu01,Gui Santos,"$2,221,677",-,-,-
reathdu01,Duop Reath,"$2,221,677",-,-,-
camarto01,Toumani Camara,"$2,221,677","$18,080,358","$19,526,786","$20,973,214"
jacksgg01,GG Jackson,"$2,221,677","T$2,406,205",-,-
phillju01,Julian Phillips,"$2,221,677","T$2,406,205",-,-
millele01,Leonard Miller,"$2,221,677","T$2,406,205",-,-
pickeja01,Jalen Pickett,"$2,221,677","T$2,406,205",-,-
tysonhu01,Hunter Tyson,"$2,221,677","T$2,406,205",-,-
walshjo01,Jordan Walsh,"$2,221,677","T$2,406,205",-,-
jran01,Andre Jackson Jr,"$2,221,677","T$2,406,205",-,-
UNMAPPED,T. Jackson-Davis,"$2,221,677","T$2,406,205",-,-
UNMAPPED,Craig Porter,"$2,221,677","T$2,406,205",-,-
ruperra01,Rayan Rupert,"$2,221,677",-,-,-
wilsoja01,Jalen Wilson,"$2,221,677",-,-,-
gueyemo01,Mouhamed Gueye,"$2,221,677","T$2,406,205",-,-
UNMAPPED,JaVale McGee,"$2,208,856","$2,208,856","$2,208,856",-
martity01,Tyrese Martin,"$2,191,897",-,-,-
kolekty01,Tyler Kolek,"$2,191,897","$2,296,271","T$2,486,995",-
clarkja01,Jaylen Clark,"$2,191,897",-,-,-
dantenf01,N'Faly Dante,"$2,048,494","$2,411,090",-,-
wallake01,Keaton Wallace,"$2,048,494",-,-,-
UNMAPPED,Nigel Hayes,"$2,048,494",-,-,-
edwarju01,Justin Edwards,"$2,048,494","$2,411,090","T$2,616,754",-
jonesis01,Isaac Jones,"$1,955,377",-,-,-
postqu01,Quinten Post,"$1,955,377",-,-,-
battlja01,Jamison Battle,"$1,955,377","$2,296,271",-,-
klintbo01,Bobi Klintman,"$1,955,377","$2,296,271","T$2,486,995",-
UNMAPPED,Karlo Matkovic,"$1,955,377","T$2,296,271",-,-
bonaad01,Adem Bona,"$1,955,377","$2,296,271","T$2,486,995",-
hukpoar01,Ariel Hukporti,"$1,955,377",-,-,-
furphjo01,Johnny Furphy,"$1,955,377","$2,296,271","T$2,486,995",-
UNMAPPED,Tyler Smith,"$1,955,377",-,-,-
chrisca01,Cam Christie,"$1,955,377","$2,296,271","T$2,486,995",-
wellsja01,Jaylen Wells,"$1,955,377","$2,296,271","T$2,486,995",-
mogbojo01,Jonathan Mogbo,"$1,955,377","T$2,296,271",-,-
